score,content,English
4,"Lumayan, bisa buat hemat pengeluaran kami kaum bookworm. Tapi sayang, koleksinya kurang lengkap. Saran: Semoga update dengan novel-novel terbaru dan stoknya kalau bisa lebih dari 10 biar yang antre ngga panjang.","Not bad, it can save our expenses, the bookworms. But unfortunately, the collection is incomplete. Suggestion: Hopefully it will be updated with the latest novels and the stock, if possible, is more than 10 so that the queue is not long."
4,Sudah bagus. Tapi kenapa ya notifikasi antrean buku di hape saya tidak menyala? Apakah ipusnas tidak tersedia notifikasi?,Already good. But why doesn't the book queue notification on my cellphone turn on? Is ipusnas no notification available?
4,"Aplikasi ini bagus, tapi masih banyak PR juga buat developer. Komentar tidak bisa dipost padahal koneksi bagus, dan tahu gak aplikasi ini gak bisa memunculkan notifikasi? Padahal izin notifikasinya diaktifkan, tapi tiap ada buku yang saya tunggu tersedia tidak ada notif atau pesan muncul. Lalu sampul buku juga sering loading, tidak sesuai judulnya. Dan, pastinya, saya masih mengharapkan tersedia 'tebal halaman' untuk update selanjutnya.","This application is good, but there is still a lot of homework for developers. Comments can't be posted even though the connection is good, and do you know that this application can't display notifications? Even though the notification permission is activated, but every time a book I'm waiting for is available, no notification or message appears. Then the cover of the book is also often loading, not according to the title. And, of course, I still expect 'page thickness' to be available for the next update."
5,Sudah bagus cuma jd kadang eror bukunya smpai gabisa dibuka :),"It's good, but sometimes the book crashes and can't be opened :)"
3,Tidak lengkap.. Saya cari buku leksikografi saja tidak ada ?,"Not complete.. I'm looking for a lexicography book, it's not there?"
1,Kok aplikasinya tidak bisah di gunakan,Why can't the application be used?
1,Saya mau atur ulang password tapi kenapa webnya error yaaaa!!!!,I want to reset my password but why is the web error yaaaa!!!!
5,Bagus banget buat orang yang suka baca buku seperti saya,Very good for people who like to read books like me
2,"Tidak ada fitur cari halaman atau menuju ke halaman ... , jadi kalau akan melanjutkan untuk menbaca buku lagi harus scrol ke bawah terus...","There is no page search feature or go to page ... , so if you want to continue reading the book again, you have to scroll down..."
5,Nice,nice
5,Saya suka,I like
5,Bagus...,Very nice...
5,Terimakasih ebooknya sangat membantu. Tambah koleksi ebooknya ya terutama ekonomi Islam. Good Job,"Thank you for the ebook, it was very helpful. Add the ebook collection, especially Islamic economics. Good Job"
4,"So good , tapi setelah pinjam GK bisa pinjam kembali :(","So good, but after borrowing GK, you can borrow it again :("
3,Nggak bisa log on. Katanya maintinance 😭. Udah coba berkali2,Can't login. He said maintenance . Have tried many times
5,Aq kasih bintang 5 buat menghargai app ini dan sangat membantu aq yg hobi membaca tapi aq ada sedikit saran dan masukan buat app ini . 1. Awalnya lancar2 aja tapi beberapa hari ini gak bisa di buka alias cuma loading mulu. 2. Gak ada batas akhir bacaan kita jadinya kalau baca belum selesai dan kita keluar maka kalau mau baca lagi harus scroll terlebih dahulu. Itu aja mksh yaa buat Ipusnas.,"I give 5 stars to appreciate this app and it really helps me who likes to read, but I have a few suggestions and input for this app. 1. At first it went smoothly but for the past few days it couldn't be opened, aka just loading. 2. There is no deadline for our reading, so if we have not finished reading and we leave, then if we want to read again we have to scroll first. That's all, thanks for Ipusnas."
1,"kok jaringannya error ya, loadingnya lama bnget","why is the network error, it's taking so long to load"
1,Saya nggk bisa pinjam karena nggak ada konfirmasi email Konfirmasi email nya nggk di kirim gimana mau mengkonfirmasi blog,"I can't borrow because there's no email confirmation. The email confirmation wasn't sent, how do you want to confirm the blog?"
5,"Disediain buku secara online begini sudah bersyukur sekali. Aplikasi yang sangat mendukung meningkatnya literasi masyarakat indonesia, lalu sebenarnya apa yg masyarakat tunggu untuk dapat membaca? iya niat dan waktu. Semangat menuju indonesia yg lebih baik. Terimakasih perpusnas.","Being provided with this book online is very grateful. Applications that really support the increasing literacy of the Indonesian people, then what are people really waiting for to be able to read? yes intention and time. Passion for a better Indonesia. Thank you library."
4,"Selalu gak dapet kalau antre novel penulis terkenal, mohon ditambah copy-nya","I always don't get it when I line up for a famous author's novel, please add a copy"
5,Keren,Cool
3,"Ketika pertama kali registrasi, mengapa selalu email atau username tidak valid ya? Mohon pencerahannya 🙏","When you register for the first time, why is your email or username always invalid? Please enlighten 🙏"
5,Saya suka ipusnas buat baca pelajaran cerita pokok nya aku suka deh aku kasih bintang lima,"I like ipusnas to read lessons, the main story, I like it, I give it five stars"
5,"sangat membantu kami, orang tua, dalam mendampingi anak belajar.","very helpful for us, parents, in assisting children to learn."
2,bug dalam aplikasi sangat mengganggu. setiap scroll halaman bug mode dark & mode light gonta ganti secara terus menerus. tapi overall membantu saya mengerjakan tugas kuliah,"bugs in the application are very annoying. every scrolling page, the dark mode & light mode bugs change continuously. but overall it helps me with my college assignments"
1,Login yang lambat,Slow login
2,"Min mau tanyaa ini cara baca bukunya gimna,,, udah klik pinjam buku trus klik d dwld gk bisa ,, penting min buat ngerjain makalah tolong lahhh gmn caranyaa kok malah eror huhuhu","Min, I want to ask, how do I read the book, I clicked on borrow a book and then clicked DWLD I can't,, it's important, Min, to do the paper, please, how come it's getting an error huhuhu"
4,Bagus aplikasinya,Good app
5,Terimakasih,Thank you
5,Mantul,Really good
5,"Bukunya melimpah, keren, tapi eksemplar bukunya perlu diperbanyak, yang nagntri banyak soalnya","The books are abundant, cool, but the copies of the books need to be reproduced, which has a lot of queues"
2,"Kenapa ketika saya mendaftar tidak bisa? Ditulis, email saya tidak valid. Bagaimana bisa? Saya menulis dgn benar, tapi tetap tidak valid. Begitu juga ketika menggunakan email lain.","Why can't I register when I register? Written, my email is invalid. How could that be? I wrote correctly, but still invalid. Likewise when using another email."
5,Good,good
4,Aplikasi sudah cukup bagus. Saran kalo bisa tambahin fitur dark mode biar mata gak mudah lelah.,The app is pretty good. Suggestions if you can add a dark mode feature so that your eyes don't get tired easily.
4,Saya kasih bintang tiga bukan tanpa alasan. Aplikasi sering sekali maintenance dan hal tersebut cukup menganggu. Padahal aplikasi ini sangat membantu untuk mencari sumber referensi bahan bacaan,I give three stars not without reason. Applications are often under maintenance and this is quite annoying. Even though this application is very helpful for finding reference sources for reading material
5,"Aplikasinya dangat bermanfaat sekali, tambahan saja kalu bisa ada tombol favorite buku jadi nanti sebelum donwlod atau yg mau download bisa di favoritkan","The application is very useful, in addition if there is a favorite book button so that later before downloading or those who want to download, they can be favorited"
1,Apk ruwet loginnya ribet mau baca aja susat amaattttt,"The apk is complicated, the login is complicated, just want to read it, it's very difficult"
5,Keyen,Keyen
5,"Please, aku nyaman banget pake Ipusnas. Aku selalu rela antre di sana. Aku selalu menjadikan Ipusnas rumah bacaku buat me-review di Instagram pada akhirnya. Tapi dengan tiba-tiba kemarin, Ipusnas keluar akun sendiri. Terus pas daftar lagi gak bisa. Kurasa kata sandiku masih itu-itu saja, kemarin-kemarin pun aku login di ig bisa aja. Tapi why dengan ipusnas? Hooo, mohon bantuannya, ya. Aku mau baca lagi, huhuuuu :)","Please, I'm very comfortable using Ipusnas. I'm always willing to queue there. I always make Ipusnas my reading house to review on Instagram in the end. But suddenly yesterday, Ipusnas left its own account. Then when you register again, you can't. I think my password is still the same, yesterday I was able to log in on ig. But why with ipusnas? Hooo, please help, yes. I want to read again, huhuuuu :)"
4,Hai..saya baru saja download aplikasi ini..tpi knpa ya? Saya mau pinjam bukunya selalu gagal...tolong bantuannya 🙏🙏,Hi..i just downloaded this app..but why? I want to borrow the book it always fails...please help 🙏🙏
2,"Maaf min bintang 2, padahal dulu saya suka baca disini. Tapi makin di update makin aneh. Akun saya dari dulu tertaut masak tidak valid saja email saya. Udh coba beberapa kali smpe hapus install hapus install begitu juga. Mohon solusinya min","Sorry, min 2 stars, even though I used to like reading here. But the more it's updated, the weirder it gets. My account has always been linked, so my email is invalid. I've tried several times to uninstall, delete install, and so on. Please give me a solution"
5,"Sangat bermanfaat sekali, Karena kita bisa membaca banyak buku secara gratis disini terutama untuk orang yang tinggal di pelosok seperti saya. Terimakasih perpustakaan nasional Indonesia 🙏","Very useful, because we can read many books for free here, especially for people who live in remote areas like me. Thank you National Library of Indonesia 🙏"
5,Bagus dan sangat membantu,Nice and very helpful
3,"Banyak error nya, ditambah gabisa satu akun dua device","There are a lot of errors, plus there can't be one account for two devices"
3,"tolonglah masa setiap kali gw mau baca buku harus login lagi, padahal gw udh login.","Please, every time I want to read a book I have to log in again, even though I'm already logged in."
3,Sering eror tolong diperbaikin lagi,"Frequent errors, please fix it again"
4,Ini kenapa error mulu ya pas mau pinjam? Server sedang maintenance atau belum ada item yg di hold atau gagal.. Apa emang sedang perbaikan?,Why is this the first error when you want to borrow? The server is under maintenance or there are no items that have been held or failed. Is it really being repaired?
1,Aplikasi makin di update makin parah. Padahal koneksi bagus tpi download buku gagal terus. Ipusnas jdi kehilangan fungsinya. Jdi aku kasih bintang 1. Nnti klau udah bisa di download baru aku tambah bintang nya.,"The more the application is updated, the worse it gets. Even though the connection is good but the book download keeps failing. Ipusnas has lost its function. So I give 1 star. Later when it can be downloaded then I will add the star."
