at,userName,score,content
2022-03-26 13:50:54,Abdullah Azzam,4,Aplikasi sudah cukup bagus. Saran kalo bisa tambahin fitur dark mode biar mata gak mudah lelah.
2022-03-26 00:02:02,Indah Nurkasih,4,Saya kasih bintang tiga bukan tanpa alasan. Aplikasi sering sekali maintenance dan hal tersebut cukup menganggu. Padahal aplikasi ini sangat membantu untuk mencari sumber referensi bahan bacaan
2022-03-25 15:55:55,Widya Rohman,5,"Aplikasinya dangat bermanfaat sekali, tambahan saja kalu bisa ada tombol favorite buku jadi nanti sebelum donwlod atau yg mau download bisa di favoritkan"
2022-03-25 13:01:44,saeful hadi,1,Apk ruwet loginnya ribet mau baca aja susat amaattttt
2022-03-25 09:15:17,Muhammad Barkati,5,Keyen
2022-03-25 05:17:08,OfantasiOfa,5,"Please, aku nyaman banget pake Ipusnas. Aku selalu rela antre di sana. Aku selalu menjadikan Ipusnas rumah bacaku buat me-review di Instagram pada akhirnya. Tapi dengan tiba-tiba kemarin, Ipusnas keluar akun sendiri. Terus pas daftar lagi gak bisa. Kurasa kata sandiku masih itu-itu saja, kemarin-kemarin pun aku login di ig bisa aja. Tapi why dengan ipusnas? Hooo, mohon bantuannya, ya. Aku mau baca lagi, huhuuuu :)"
2022-03-25 03:44:18,Syifa Nurfadillah,4,Hai..saya baru saja download aplikasi ini..tpi knpa ya? Saya mau pinjam bukunya selalu gagal...tolong bantuannya 🙏🙏
2022-03-24 18:20:21,Fini Fajri Mulyani,2,"Maaf min bintang 2, padahal dulu saya suka baca disini. Tapi makin di update makin aneh. Akun saya dari dulu tertaut masak tidak valid saja email saya. Udh coba beberapa kali smpe hapus install hapus install begitu juga. Mohon solusinya min"
2022-03-24 17:23:59,okonamiyaki rebus,5,"Sangat bermanfaat sekali, Karena kita bisa membaca banyak buku secara gratis disini terutama untuk orang yang tinggal di pelosok seperti saya. Terimakasih perpustakaan nasional Indonesia 🙏"
2022-03-24 11:46:56,Ahmad Maulana Fajar,5,Bagus dan sangat membantu
2022-03-24 06:56:27,ASRINI SP,3,"Banyak error nya, ditambah gabisa satu akun dua device"
2022-03-24 01:44:45,RAfLI RAfLI,3,"tolonglah masa setiap kali gw mau baca buku harus login lagi, padahal gw udh login."
2022-03-23 23:19:27,diyahayu ratnaningsih,3,Sering eror tolong diperbaikin lagi
2022-03-23 21:33:27,aji sutiono,4,Ini kenapa error mulu ya pas mau pinjam? Server sedang maintenance atau belum ada item yg di hold atau gagal.. Apa emang sedang perbaikan?
2022-03-23 19:14:12,Ordinary Player,1,Aplikasi makin di update makin parah. Padahal koneksi bagus tpi download buku gagal terus. Ipusnas jdi kehilangan fungsinya. Jdi aku kasih bintang 1. Nnti klau udah bisa di download baru aku tambah bintang nya.
2022-03-23 14:05:36,Yudi Ars,4,"ipusnas sdh bagus dan lumayan lengkap koleksi ebooknya. tapi tolong min, untuk pengembalian bukunya dirubah waktu minimalnya, klo bisa setelah dibuka atau dibaca lansung bisa dikembalikan tanpa harus mnunggu 1 x 24 jam..."
2022-03-23 07:32:44,Raffi hermawan,5,"Cuman 1 yang kurang, sampul bukunya pada jelek ✌️😅, jadi gak menarik pembaca"
2022-03-23 05:56:02,Muhammad Ridho Nurhan,5,"Aplikasinya sangat bagus!.Semua buku yang pernah saya baca,ada disini.Sedikit saran, tolong tambahkan buku pelajaran sekolah disini.Terima kasih iPusnas 😃👍"
2022-03-23 05:18:04,Rayya Izzati,3,"Tidak bisa membaca buku. pas mau dibuka, eh malah keluar"
2022-03-22 11:46:18,Muhammad Alfan,5,Manfaat
2022-03-22 10:09:01,Riska Amelia,4,"Aplikasinya sangat membantu, tapi masih sering error dan logout sendiri. Buku yang sudah di pinjam dan ingin di pinjam kembali malah tidak ada. Seperti buku jejak Islam di Nusantara karya Adi Teruna Efendi"
2022-03-22 06:38:30,Annisa putri,4,sering erorr tampilan jg monokrom mungkin bisa diperbarui agar lebih modern
2022-03-22 05:13:32,Aji Santoso,5,"PLIS SIAPAPUN ANDA, MAU DOSEN ATAU MAHASISWA TOLONG KALAU SUDAH SELESAI BACA, KEMBALIKAN BUKUNYA!! UDAH DIKASIH YANG GRATIS BUAT UMUM MALAH DISALAH GUNAKAN."
2022-03-22 01:08:49,Riztanti Ayu Maulidha,3,"Halo admin, bisakah admin mengkonfirmasi login saya? Saya sudah mencoba berulang kali untuk masuk melalui email maupun FB di aplikas Ipusnas, tapi tetap tidak bisa. Namun setelah login saya hampir bisa, malah aplikasinya berhenti mendadak. Saya mohon untuk ditanggapi dan ditindaklanjuti lebih lagi karena aplikasi ipusnas ini sangat berarti untuk keperluan saya dalam perkuliahan🙏🏻 Sebelumnya terimakasih banyak🙏🏻"
2022-03-21 23:21:14,Muhammad Wasib Jimi Simanjuntak,5,Assalamu'alaikum kak mau nanya apa beda mode luring dan mode daring tolong jelaskan
2022-03-21 13:58:46,Flash Boyz,5,"Terimakasih iPusnas berkat bantuan dari iPusnas saya bisa ke perpustakaan lagi tapi secara daring dikarenakan pandemi covid-19 ini, sekali lagi terimakasih 🙏"
2022-03-21 11:50:24,John Christian Vieri,4,"GUI nya kurang memuaskan, tapi makasih loh udah bantu nyediain buku."
2022-03-21 09:03:49,Afroh Ellyfa,3,"Sudah registrasi, tapi ketika klik download tidak ada aksi apapun. Mohon informasinya."
2022-03-21 07:09:38,muyasaroh,4,"Suka sih sama aplikasi ini, bisa buat ngisi kegabutan. Cuma buku yg aku cari kebanyakan antriannya panjang...."
2022-03-21 00:02:30,Umay Suniar,2,Mengapa saya tidak bisa masuk? Akun saya sudah benar.
2022-03-20 22:56:58,Alfin Yuli Arista,5,Bagus. Masa pinjamnya terlalu singkat dan antrinya lama untuk buku tertentu bahkan sampai bertahun-tahun. Mohon ditambahkan masa pinjam dan jumlah buku agar tidak antri lama-lama
2022-03-20 22:21:09,Desy Rahmawati04,2,Kenapa selalu ketika mau membaca file tidak ditemukan pdhl judulnya ada yg dicari
2022-03-20 22:07:33,noviziozo,5,"Pengalaman bisa membaca buku di iPusnas sangat menyenangkan, tapi setiap kali harus sabar mengantri untuk bisa baca buku apa yang dipilih. Soalnya dibatasi stok bukunya"
2022-03-20 20:48:11,Gifty Zabina,5,"Aku baru sadar ada beberapa e-book yang dihapus di sini ya ...? Yah, sayang banget padahal aku pengin baca. Hmmm tapi ada beberapa e-book baru yang menggantikan, cuma kalau bisa penambahan e-book itu jangan sampai menghapus beberapa yang lama juga dong."
2022-03-20 05:21:50,Gabriel Respek,2,Mau tanya kenapa buku yg saya cari tidak di temukan di aplikasi
2022-03-20 01:17:24,Putriajeng Mulyani,5,Koleksi per satuan judulnya banyakin lagi kalau bisa.
2022-03-19 13:38:35,Mawar Nadia,5,"Bagus semua cerita-ceritanya suka banget , menarik semua ceritanya 👍🏻👍🏻"
2022-03-18 19:27:16,Kazuna 3422,5,"Bagus banget, saya harap jumlah buku bisa lebih bertambah.overall nyaman sih pakai ipusnas. Yok jangan sampai menyesal jadi disleksia akibat malas baca 💓💓💓"
2022-03-18 17:10:22,Abdullah Rizky,1,Sering force close saat baca buku dihalaman tertentu
2022-03-18 15:59:24,Arswina feby,5,"Sudah sangat bagus! Namun sedikit saran, halaman yang ingin langsung dituju ada baiknya bisa diketik saja karena tidak semua buku menyertakan segmen/bab, dan ada baiknya juga fitur pencarian kata bisa diterapkan ke semua buku. Terima kasih!"
2022-03-18 14:06:50,卩尺丨几匚乇丂丂変態,4,Tambahan copian bukunya dong biar mempermudah yang mau baca. Thank you 💕
2022-03-17 06:55:09,Nur Fauziah,4,"Bagus appnya, 72k buku ada disinii!!? 😭 Tp syngg, sering ngelag sendiri, keluar sendiri, parahnya... Eror sampe buku ga bisa dikembalikan 🙏mohon diperbaiki secepatnya. Sudah bagus sih bukunya banyak, meski ada buku yang gak ada, tapi kan selalu ada pertambahan koleksi."
2022-03-17 05:56:03,Rea Grace S,3,"Login nya susah banget, skrng sudah bisa. Saranku bikin pilihan sign in atau buat akun buat yng blom punya akun biar ga ribet."
2022-03-17 04:18:00,Juli Artini,1,Aplikasi ga guna sama sekali kebanyakan bug
2022-03-16 16:14:51,Hirzian Fairuz Thirafi,5,Mantap
2022-03-16 11:22:59,Aswir Backboners,1,Kenapa sy tdk bisa pinjam buku selalu akun blum di verifikasi
2022-03-16 11:08:51,Mamduh Ra11,4,"Suka sih, tp knapa buku buku baru gak ada yang tersedia, koleksinya terlalu sedikit untuk ukuran perpustakaan nasional, agak mengecewakan sih"
2022-03-16 09:26:11,Su Geng,3,Tolong gimana udah di pinjam masukin rak kok gk kedonload gk bisa baca
2022-03-16 05:48:44,Aditya,5,"Mantap pokoknya , dan varian bukunya juga lumayan 😁👍. Semangat min semoga terus update buku-buku terbaru 👍😁💪💪"
2022-03-16 05:26:46,Andi Ikbar,5,"Aplikasi yang sangat bagus. Saran saya, kalau masa peminjaman bukunya sudah habis, tolong bookmark-nya jangan dihilangkan juga, supaya bisa dilanjutkan bacaaannya di periode peminjaman selanjutnya, mengingat ada banyak buku yang sulit diselesaikan hanya dalam waktu 3 hari saja. Terimakasih."
2022-03-16 02:12:18,Siti Fachriah,2,"Ga bisa login pake email gmail... Katanya username atau email tidak valid, kenapa ini?????"
2022-03-15 12:16:36,Wen Ariko,5,Aplikasinya mantaapp buat nambah pengetahuan kitaaa
2022-03-15 11:25:41,Amir nurtanio,4,"Bukunya kurang lengkap, dan sulit mencari buku yang ingin dibaca, begitu ketemu stoknya habis"
2022-03-15 03:01:27,alifiah tsc,4,Sayang sekai ipusnas tidak ada mode gelap
2022-03-14 12:44:09,Nur Fadillah,4,Tolong ditambah stok buku yang paling banyak antriannya
2022-03-14 11:14:38,Umi Ai'matul Farikha,3,"Hai, iPusnas! Perkenalkan nama saya Umi. Tadi sore saya mendownload aplikasi iPusnas ini tapi kenapa waktu mau registrasi pasti disuruh coba lagi ""username atau nama email tidak valid""? Saya sudah mencoba ganti namanya dan mengganti dengan email saya yang lain, tetap tidak bisa. Mohon bantuannya, terima kasih 🙏."
2022-03-14 09:14:27,Fadlan Ridho,3,Masih banyak buku yg kurang lengkap. Tolong buku yang best seller adakan kalau bisa gk perlu limit buat baca
2022-03-14 04:19:27,Bima Nusantara,1,Susah bener log-in nya
2022-03-13 22:37:09,Ilmalanal Aini,2,Sudah didownload mau pinjam buku tapi suruh verifikasi email terus sistem aplikasinya membingungkan.. Ribet!!
2022-03-13 13:38:18,Desta Manalu,3,g bisa loginn baru aku di instal
2022-03-13 09:05:57,Dena Putri,3,"Keren, bisa baca ebook banyak. Tapi kadang error sampai bikin kesal. Terus jangan banyakin antrian dong developer. Nanti lama soalnya 😇😇"
2022-03-13 08:41:20,Muhammad Yudi ismail,1,Min kok gk bisa login sih padahal email gk ada masalah
2022-03-13 08:21:15,selina,5,Noice
2022-03-13 04:09:49,Ridho El Firaz,1,Kenapa bukunya gak bisa di download. Gimana sih cara agar bisa baca bukunya. Kesal banget lihat aplikasi ini. Aplikasi gak jelas
2022-03-13 03:13:47,Diana puri Lestari,1,"kenapa pas registarasi gak bisa,sering kali verifikasi ulang"
2022-03-13 02:40:52,Sururin Marfuah,5,"Baguss sekali, tapi sayang ga bisa login, kenapa ya?😭"
2022-03-12 09:58:04,Rohaeda Salsa,3,"Bagus, tapi banyak bgt buku yang abis stoknya, kalau bisa di ksh kebijakan buat waktu pembacanya dong min, biar bisa gantian. Mungkin ada bbrp orng yg cuma menyimpan bukunya tapi ga di baca, jadi mungkin di kasih kebijakan untuk waktu peminjaman, setelah masa peminjaman habis bisa langsung ke hapus dari rak nya 🙏"
2022-03-12 01:13:11,Aqida Izza,4,"Sebenarnya aplikasi ini sangat bermanfaat dan membantu anak bangsa buat lebih rajin membaca tapi sayang koleksinya kurang lengkap terutama untuk buku best seller dunia, kalaupun ada stoknya sedikit sekali sehingga harus antri lama. Sedangkan literatur adalah salah satu investasi terbaik dalam pendidikan suatu bangsa. So please buat developer pertimbangkan untuk menambah koleksi. Selain itu sayangnya aplikasi ini belum ada fitur simpan untuk baca nanti & archive buku yang sudah pernah kita pinjam"
2022-03-11 10:50:44,PUJI RAHAYU,5,"Saya sudah lama pakai ipusnas. Awalnya gak ada kendala sama sekali. Tapi, tiba-tiba gak bisa log in. Gak tau kenapa padahal email saya masih aktif-aktif saja. Sudah berulang kali tetap saja. Minta ganti kata sandi, juga sudah. Sesuai instruksi saya benahi. Hasilnya sama saja. Bintang 5 saya berikan karena dulu saya pakai tanpa kendala apa pun. Mohon bantuannya ya kak. Terima kasih."
2022-03-10 17:56:23,Anisasiti Nurhasanah,5,Meningkatkan minat baca masyarakat dan menghemat waktu
2022-03-10 17:44:33,Kris Quin,2,"Tidak dapat login, lol"
2022-03-10 12:34:22,Fadyah Yulita,2,Kok ngebug yaaa
2022-03-10 07:38:03,Rani rahma,1,Bukunya ngk bisa dipinjam pdhl sudah login pake email
2022-03-10 00:32:00,muhammadharisnur _,5,Membantu
2022-03-09 15:08:20,Fadillah Utama,1,"Kenapa ada batasan buku yg dipinjam, jangan buat batasan buku dong, jadi semua orang bisa bebas membaca buku yang sama tanpa ada batasan buku maksimal pinjaman dan harus mengantri"
2022-03-09 01:36:51,Syifa Albaihaqi,5,"Gabisa masuk,"
2022-03-07 15:47:21,Muhamad irham Adharudin,1,"Mohon maaf, untuk masuk ke aplikasinya sangat lama sekali, padahal jaringan sudah stabil"
2022-03-07 12:10:33,Shofiyyah Farah Hanifah,4,"Bagus, tapi kurang update,, lebih cepat update nya min,, apalagi buku bukunya tere liye banyak yg baru,, tolong ya min🙏 Terimakasih banyak"
2022-03-07 11:00:39,Sunanto,5,Kalau mau baca buku atau novek gratis dan tentu legal bisa download aplikasi ini.
2022-03-07 06:34:12,maul game,1,"Engga bisa download buku,padahal sinyal kenceng!"
2022-03-07 02:21:19,Dwi Rizki Nurrahman,1,"login via facebook tidak bisa, dan saya harap metode login ditambah dgn gmail thx"
2022-03-06 12:11:05,Sanriska Hakim,1,"Ini konsep aplikasinya aneh,kalau bisa didownload buat apa juga harus ngantri baca. Yang namanya teknologi itu dibuat untuk mempermudah.. hadehhh bikin orang indo tambah males baca aja"
2022-03-06 06:28:26,Catur Andiriyanto,5,Baca buku jadi lebih mudah dan murah. Thanks untuk selalu update buku-buku baru.👍🏻
2022-03-06 04:49:17,Dian Mustikasari,3,saya kesusahan mencari novel yg ingin saya baca... sebenarnya isinya komplit ngk sih?
2022-03-05 22:37:04,Donna Purba,5,Halo. Aplikasinya sangat bagus. Dilengkapi fitur-fitur yang membuat kita nyaman saat membaca. Tolong kedepannya koleksi buku di tambah dan genre fantasi juga ditambahkan. Terimakasih.
2022-03-05 16:49:51,Elihu elihu,5,"Dah, lama saya selalu gagal, dalam login,, sampai saya hapus aplikasi ini, lalu saya lihat di youtube, dan alhamdulillah,, dikasih tw caranya, ternyta ada pesan masuk ke email qt, dsana ada anjuran untuk verifikasi email qt.., tunggu sampai ada kata berhasil,, baru qt bisa jd member.. Intinya sih, sabar jngan terburu2,, terima kasih semuanya.. Dan mudah2an yg baca ini, diberi. Kemudahan dlm hal2 kebaikan dan murah rezeki dan barokah aamiin"
2022-03-05 09:31:35,A ccs,4,"Kalau bisa, Tambahkan fitur text to speech"
2022-03-05 07:38:04,INDAH MAWARNI,1,"Sudah download tidak bisa digunakan padahal sudah login melalui Facebook. Tiap mau baca buku menunggu antrian/kosong, kalaupun ada buku tersedia mau pinjam ada keterangan ""Belum menjadi member? Silakan masukan password untuk menjadi member. Registrasi sekarang"". Setelah saya klik Registrasi sekarang tetap saja ""masukan password anda"". Sungguh ini membuat saya semakin bingung untuk Registrasi. Maaf saya akan mengunistall aplikasi ini. Terimakasih."
2022-03-04 23:17:46,Yeyenti milham,4,"Saya tidak tau, apakah di hp saya saja semua HP para pembaca. Kenapa layar sering padam saat kita membaca? Kenapa tidak tersistem layar terus menyala saat membaca. Sehingga itu akan memudahkan para pembaca yg tidak perlu membuka kunci HP beberapa kali karna layar yg sering padam sendiri."
2022-03-04 22:27:04,Fitri Ani,5,"Saya Suka, Saya Suka,, Pake banget,, 😍😍👍👍👍"
2022-03-04 16:25:31,Masfiya Nur Rahma,2,"Mohon diperbaiki, saya tidak bisa login berulang kali. Sudah meminta email bantuan untuk menyetel ulang kata sandi namun masih gagal."
2022-03-04 14:09:09,Tokke Balanda,4,"Terlalu terang, baiknya ada mode malam jadi mata tidak terlalu tersiksa.. mode malam ada diaplikasi ini namun hanya di pinggirannya masih bnyak yang berwarna putih.. mungkin bisa di update lagi"
2022-03-04 14:06:20,Chini CN,1,"Kecewa saya, buat login aja gabisa, pdhal jelas email dan password nya gaada yang salah, tolong perbaikannya!"
2022-03-04 12:31:56,NUR AMALIA ALFIRANDI,4,Aplikasinya bagus sgt membantu sya kuliah. Cuma sayangnya ada beberaoa buku yang kuramh tersedia disini. Semoga semakin lengkap
2022-03-04 10:56:51,Bang Editor,5,1 kata KEREN!!!!
2022-03-04 10:35:30,Indah Ayu,3,"Halo min. Sudah 2 bulan belakangan pas saya mau baca buku, selalu langsung keluar sendiri aplikasinya, kenapa ya? Tolong diperbaiki 🙏. Menjadi sulit jika ingin mengerjakan tugas dan membaca buku yang lainnya. Terima kasih"
2022-03-04 08:29:57,Astri Sofia,5,Koleksi buku dan novelnya banyak banget. Dan yang paling penting gratis. Cara daftar untuk bisa baca di ipusnas juga mudah. Terimakasih iPusnas
2022-03-04 05:18:00,Marcel Bintang,4,"Belum bisa baca karena stok buku habis,btw saya pengguna baru:D"
2022-03-04 05:15:48,Susan Parameswari,5,Bagus
2022-03-03 16:12:26,Nola sari laketau,4,"Maaf sebelumnya, kenapa buku yang dipinjam tidak bisa mengunduh yah?"
2022-03-03 12:50:07,diva fadhila,5,"bagus banget, terima kasih!!!"
2022-03-03 08:04:50,Dian Lestari,2,Gk tau mau tulis apa pokoknya udah terwakilkan sama komenan-komenan orang-orang sebelumnya
2022-03-02 14:35:22,endah dwie,4,"Cara baca lewat hp gmn si aku kok gabisaa downloadnya, selalu baca di desktop leptoo hiks"
2022-03-02 10:37:27,Arigatou CEO,3,"Min , buku² nya akan update yg baru kapan? Seperti novel tere liye belum update yg baru?"
2022-03-02 05:59:50,Ojoneko Mays,3,Kenapa buku yang dipinjam gak bisa di download ya?
2022-03-02 02:26:26,Cahaya Lintang,1,"Gmna sihh kak kok aku mau login ga bisa mau baca jga ga bisa ,tolong di perbaiki lagi aplikasi nya"
2022-03-01 20:41:00,Naris Mahmudah,5,"Tambah lagi koleksinya. Tolong perbaiki lagi riwayat baca halamannya. Dulu waktu keluar dari halaman buku, yang muncul tetap halaman terakhir baca. Sekarang tidak bisa, selalu halaman awal yang muncul. Tolong diperbaiki seperti dulu! (Ternyata masih belum diperbaiki)"
2022-03-01 15:58:00,Could Mad,3,Banyakin dong min bukunya sangat berguna bagi anak kuliahan
2022-03-01 07:52:30,Eka Sandria Agustine,1,"Sering nge-bug, dan harusnya ada notifnya agar lebih mudah jika ada buku yang tersedia dan ada pesan masuk!"
2022-03-01 06:58:13,Dedi Bujang Abdullah,3,"Habis download, trus mau baca buku loginnya lama banget. Apa bukunya ngak bisa di baca yah"
2022-03-01 04:53:50,Isti Qomah,3,Min mau tanya kenapa ga bisa login ya?gagal mulu Dulu seneng banget bisa baca buku sekarang malah ga bisa login....
2022-03-01 00:00:24,Ricki Mardiansyah,5,Aplikasinya sangat bagus. Banyak koleksi buku yang recommended buat di baca.
2022-02-28 16:06:41,Wulan Qolbi,4,Sangat mudah.... Suka.... Dan cocok untuk pembaca seperti saya
2022-02-27 13:55:42,Rslna_,1,Gabisa di download bukunya
2022-02-27 11:31:45,Ramadhani Nabilla Krisnawati [25],1,sayang banget nggak bisa registrasi dari kemarin
2022-02-26 23:14:40,Alfa Riza Intan Saputri,5,Ipusnas kenapa sekarang aku gabisa login:( sedih banget. Liburan gini pengen baca buku sepuasnya sambil tetep di rumah.
2022-02-26 18:54:47,Aldy Fadhillah,5,Perpustakaan yang lengkap
2022-02-26 15:39:06,Minami Yurai,3,"Jumlah salinan dari buku2 terkenal dan buku2 penting kurang banyak, jadi antriannya terlalu panjang, terlalu lama menunggu antrian, kalau kepepet ngerjakan tugas malah gak ada bukunya, mending cari yg laen"
